cate,title
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
일상토크,아침 7시30분이면 투표하는 사람 많을까
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
일상토크,아침 7시30분이면 투표하는 사람 많을까
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
케이돌토크,엔시티 월간든거 신기해
일상토크,아침 7시30분이면 투표하는 사람 많을까
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
진영(GOT7),청순선배ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
드영배,그기억 하진이가 먼저 들이대더라도 연인 사이는 아니기에 두는 거리감이 존나 발린다고
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
비엘,한주원 대사 진짜 장난없다 (*´?`*)
일상토크,쇼핑몰에 이렇게 써있으면
드영배,그기억 하진이가 먼저 들이대더라도 연인 사이는 아니기에 두는 거리감이 존나 발린다고
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
일상토크,쇼핑몰에 이렇게 써있으면
드영배,그기억 하진이가 먼저 들이대더라도 연인 사이는 아니기에 두는 거리감이 존나 발린다고
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
케이돌토크,투바투 안무 스포한거 뭔가 까리해보였어
한승우,우야 웃음소리 사랑스러웡
일상토크,쇼핑몰에 이렇게 써있으면
드영배,그기억 하진이가 먼저 들이대더라도 연인 사이는 아니기에 두는 거리감이 존나 발린다고
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
한승우,우야 웃음소리 사랑스러웡
일상토크,쇼핑몰에 이렇게 써있으면
드영배,그기억 하진이가 먼저 들이대더라도 연인 사이는 아니기에 두는 거리감이 존나 발린다고
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
한승우,우야 웃음소리 사랑스러웡
일상토크,쇼핑몰에 이렇게 써있으면
드영배,그기억 하진이가 먼저 들이대더라도 연인 사이는 아니기에 두는 거리감이 존나 발린다고
세븐틴,애들 위버스 그냥 채팅방처럼 쓰는거 넘 좋아
드영배,서강준 나레이션 진짜 잘하는게 그동안 서강준 나레 엄청 따뜻하고 그런 분위기였는데 메일 읽을때는 감정이 아예없더라
케이돌토크,내 돌은 볼사랑 한 3번 거의 연속으로 겹쳤던 듯...
케이돌토크,갤럭시 쓰는 덬들 나 갤텐인데 삼성 인터넷으로 유튜브 드가니까 화질 최대 2160 뜸 ㅁㅊㅁㅊ
GOT7,틧에서 본 뮤비티저해석??
강다니엘,어떻게 맞추는 거야
골든차일드,노랑해는 노래가 나랑해인게 더웃곀ㅋㅋㅋㅋ
도영,새벽감성이지만 진짜 도영이 데뷔해줘서 너무 고마워
드영배,앵커님 그런과셨군요->뭐요 순정파 그런거요?->아니요 찌질한과요
정우(NCT),정프들아 안녕!!! 나 늦덕인데 이거 무슨짤인지 알수있을까?
메이플스토리,3홍조 완료~
케이돌토크,돌판 4대초동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
드영배,"하진이는 반말 그만하려고 ""안되겠다, 포기"" 이러는데 정훈이는 그거 모르고 그대로 반말로 ""드라마 포기한다고?"""
한승우,너무조아
케이돌토크,투바투 이번컴백 진심 기대된다
동물의숲,동숲 최고미녀는
케이돌토크,오 에핑 아직까지 1위네
